age,gender,marital_status,income,education_level,employment_status,credit_score,vehicle_age,vehicle_type,vehicle_price,policy_tenure,premium_amount,no_of_claims,accident_severity,region,fraudulent_flag,agent_rating,claim_amount,claim_approved
21,Female,Married,239887,High School,Employed,581,12,Car,2155969,9,18781,0,Low,South,0,1,13940,0
46,Female,Married,414089,High School,Employed,604,5,Bike,704126,1,24696,1,High,East,0,5,24893,0
40,Male,Single,1980190,High School,Self-Employed,494,6,Bike,1415870,4,67020,0,Low,East,0,2,47964,0
23,Male,Married,674125,High School,Unemployed,725,10,Car,2256371,9,61594,4,Low,West,0,4,137005,0
49,Male,Married,1075212,Postgraduate,Self-Employed,863,0,Truck,1175426,5,55487,1,Medium,South,0,5,68292,1
59,Female,Divorced,1090171,Graduate,Retired,363,2,SUV,1686881,4,33274,4,Low,East,0,2,81687,0
35,Male,Married,441731,Graduate,Employed,472,5,Bike,1942687,9,51782,1,Low,North,0,3,127511,0
32,Male,Single,261055,Postgraduate,Employed,696,12,SUV,175203,2,25644,3,Low,South,0,2,46712,0
57,Male,Married,424237,Graduate,Employed,459,12,Bike,890937,2,8876,4,Low,South,0,3,16685,0
49,Male,Married,1266903,Postgraduate,Self-Employed,729,5,Bike,634013,8,78645,3,Low,North,0,3,116965,0
26,Female,Married,562167,High School,Employed,350,9,SUV,572045,8,20243,0,Low,North,0,5,27027,0
54,Male,Married,1713096,Postgraduate,Self-Employed,514,5,Car,2174857,5,26025,0,Medium,North,0,4,32905,0
27,Male,Married,1404514,High School,Employed,839,6,SUV,986883,6,30619,0,Low,West,0,4,72025,1
37,Male,Married,1948585,Graduate,Employed,574,10,Bike,396294,5,40170,4,Medium,West,1,4,52168,0
23,Male,Single,1650958,Graduate,Employed,883,6,Bike,446441,8,5253,2,High,West,0,1,12756,0
65,Female,Single,296279,High School,Employed,661,11,Car,1643236,6,74668,3,Low,South,0,3,154333,0
20,Female,Married,413406,High School,Unemployed,699,9,Bike,1051408,6,75439,3,Medium,West,0,2,72664,0
59,Male,Single,471186,High School,Unemployed,882,14,Bike,2389043,7,7240,3,Low,West,0,5,8575,0
28,Female,Single,715009,High School,Employed,862,7,Car,1545930,2,76333,5,Low,West,0,3,60737,0
60,Female,Single,1391617,Graduate,Unemployed,383,10,Bike,1326076,9,49374,4,High,South,0,4,40112,0
34,Female,Married,907240,Postgraduate,Self-Employed,865,1,Bike,1627531,3,35844,3,Medium,West,0,1,57682,0
49,Female,Single,1321315,Graduate,Self-Employed,526,9,SUV,307836,9,23130,3,Low,East,0,3,24411,0
21,Male,Married,525732,Graduate,Employed,316,13,Bike,1689357,5,56402,3,Low,East,1,4,134918,0
21,Female,Married,1646433,High School,Self-Employed,519,0,Bike,2337343,1,59066,4,Low,West,0,1,72722,0
34,Female,Married,1801400,High School,Employed,883,9,Bike,683468,4,11095,4,Low,East,0,1,6588,0
58,Male,Single,1525266,Graduate,Employed,751,13,Bike,447893,6,15444,5,High,South,0,2,11388,0
36,Male,Divorced,1101861,Postgraduate,Employed,769,14,Truck,1980134,3,10427,2,Low,East,0,5,12889,1
22,Male,Divorced,1609615,Postgraduate,Self-Employed,650,12,Car,2165376,6,61819,3,Low,West,0,1,95984,0
49,Male,Married,1740845,High School,Self-Employed,404,6,Car,205000,1,11350,5,Low,North,0,2,6272,0
39,Female,Divorced,1611243,Graduate,Unemployed,569,11,Bike,408410,9,44388,2,Medium,South,1,5,52835,0
23,Male,Married,995461,Graduate,Self-Employed,363,0,Bike,637115,9,27912,3,Medium,East,0,4,55239,0
52,Female,Married,1951481,Graduate,Retired,451,1,Truck,2028404,4,29950,3,Low,West,0,3,21078,0
39,Female,Married,1128826,Graduate,Unemployed,738,0,Car,1197270,2,41835,0,Low,South,0,4,30357,1
18,Male,Married,441049,Graduate,Employed,788,13,Bike,2221251,8,47912,5,Low,West,0,3,54139,0
37,Male,Single,1093461,High School,Self-Employed,499,11,Car,788067,7,28599,0,Medium,West,0,4,20119,0
39,Female,Married,581292,Postgraduate,Employed,880,11,Bike,1754186,1,3555,2,Low,East,0,1,4491,0
65,Female,Divorced,474798,High School,Self-Employed,331,0,SUV,1801637,6,64361,4,Low,South,0,1,124863,0
28,Male,Married,1829527,Graduate,Self-Employed,300,2,SUV,232985,5,4556,2,Low,North,0,5,11236,0
30,Male,Married,390759,Postgraduate,Self-Employed,885,3,SUV,2444848,2,38094,0,Low,North,0,4,22497,1
59,Male,Divorced,1911444,Graduate,Employed,451,4,Bike,2416845,5,18715,1,Medium,South,0,2,31000,0
20,Female,Married,1427507,High School,Self-Employed,660,4,Bike,1949425,6,58395,4,Low,South,0,4,55518,0
26,Female,Single,1480522,High School,Employed,669,1,Bike,1030989,6,38561,1,Low,North,0,4,53448,1
29,Male,Single,746420,Graduate,Employed,862,10,Bike,2199020,2,30547,4,Low,West,0,3,75990,0
40,Female,Married,1576520,High School,Self-Employed,557,2,SUV,1658568,1,36199,0,Medium,South,0,1,90006,0
31,Male,Single,711499,Graduate,Self-Employed,821,13,Car,717226,4,65235,1,Medium,North,0,2,111805,0
50,Female,Married,609241,High School,Employed,402,7,Bike,2189982,4,49854,5,Low,East,0,5,41482,0
35,Female,Single,1889586,Postgraduate,Self-Employed,489,1,Bike,697263,9,10841,1,Low,East,1,1,16270,0
66,Male,Married,1628610,High School,Self-Employed,877,3,SUV,1481681,1,42125,5,Medium,North,0,1,91502,0
58,Male,Married,1486525,Graduate,Employed,563,6,SUV,1481262,1,51761,3,Medium,North,0,3,85250,0
26,Male,Married,1456672,Graduate,Self-Employed,486,8,Car,2289581,8,52751,1,Medium,North,0,2,102085,0
40,Female,Married,1750766,Graduate,Employed,804,2,Car,1866862,5,79298,3,Low,West,0,3,161952,0
27,Female,Single,1183428,High School,Unemployed,677,2,Truck,1462641,9,29917,0,Medium,West,0,4,42208,1
36,Male,Divorced,1107317,Graduate,Employed,644,6,Car,977337,6,4158,1,High,West,0,2,7652,0
64,Female,Single,1404618,Graduate,Employed,505,7,Car,1121161,3,12005,3,Medium,North,0,1,8994,0
22,Male,Married,509880,High School,Unemployed,532,13,Car,167829,1,13796,1,Low,North,0,1,17454,0
64,Female,Divorced,1983926,Postgraduate,Unemployed,362,3,Truck,1317433,6,6202,0,Low,South,0,2,9425,0
69,Male,Married,1016086,Postgraduate,Unemployed,668,13,Car,2066581,3,61040,1,Low,West,0,2,119355,0
40,Female,Single,539529,High School,Employed,639,0,Bike,789041,4,5416,5,Medium,West,0,5,7730,0
47,Female,Single,645624,Graduate,Employed,867,4,SUV,1651104,3,43544,1,Medium,North,0,3,105213,1
42,Female,Married,1465587,Graduate,Self-Employed,860,10,Bike,2027183,7,65672,5,Medium,West,1,2,70199,0
45,Female,Single,407039,High School,Employed,838,13,Car,1111044,9,18157,2,Low,South,0,4,15551,1
51,Male,Married,1402090,High School,Retired,381,14,Bike,995943,5,79378,2,Low,East,0,4,71177,0
62,Female,Single,920603,Postgraduate,Employed,847,3,SUV,2190945,6,15260,5,Low,East,0,1,18947,0
65,Male,Single,337702,Graduate,Employed,767,13,Bike,1626390,5,8267,3,High,East,0,3,12914,0
64,Male,Divorced,1689528,Postgraduate,Self-Employed,673,10,Car,2065778,3,19350,1,Low,South,0,3,21762,1
42,Male,Single,737296,Graduate,Unemployed,533,7,Car,930428,3,57532,1,Low,North,0,3,128575,0
27,Male,Married,902847,High School,Employed,456,12,Car,1077373,4,79758,1,Medium,North,0,1,151748,0
31,Female,Single,1579115,High School,Retired,378,6,Car,988706,5,35663,1,Low,East,0,5,36752,0
59,Male,Married,857753,Graduate,Self-Employed,596,1,Bike,1350914,7,42090,2,Medium,East,0,4,85344,0
63,Female,Married,687896,Graduate,Unemployed,535,5,Car,503033,9,56115,1,High,East,0,3,92727,0
47,Female,Divorced,1697763,High School,Self-Employed,839,3,SUV,1356721,5,51947,3,Medium,East,1,2,97196,0
58,Female,Divorced,279627,Graduate,Unemployed,491,6,Bike,1585847,2,54853,1,Low,West,0,3,130826,0
42,Female,Single,943351,Postgraduate,Employed,346,8,Bike,1233636,9,48030,2,Medium,West,0,1,47599,0
31,Male,Married,562498,Graduate,Unemployed,828,6,Bike,1081401,5,16159,3,Medium,West,0,3,37802,0
52,Female,Single,268657,High School,Self-Employed,714,14,Car,181737,6,63276,2,Medium,West,0,4,120672,1
69,Male,Divorced,1581227,High School,Employed,644,1,SUV,296618,9,34527,5,Low,South,0,4,31686,0
65,Female,Married,1116439,Postgraduate,Employed,823,7,Car,518051,4,49243,5,Medium,North,0,5,114112,0
51,Female,Married,326162,Postgraduate,Self-Employed,575,5,Bike,815785,3,29360,3,Low,South,1,1,40541,0
27,Male,Single,491788,High School,Employed,702,8,Bike,1647275,4,19697,3,Low,East,0,1,18017,0
52,Female,Single,682831,Postgraduate,Employed,560,6,Car,397867,8,76437,1,Low,North,0,4,79025,0
28,Female,Divorced,1735655,High School,Employed,553,4,Car,2462090,7,52259,4,Low,West,1,5,102233,0
28,Female,Married,236122,High School,Employed,314,7,Car,1192698,7,63899,2,Low,East,0,3,152478,0
38,Female,Single,695994,High School,Self-Employed,836,6,SUV,173750,1,24924,3,High,East,0,3,24335,0
38,Female,Single,1120901,High School,Employed,462,0,Car,930647,2,55543,3,Low,West,0,4,129629,0
39,Male,Married,1434217,Postgraduate,Employed,407,10,SUV,1986765,3,41766,2,Medium,North,0,1,26233,0
62,Female,Single,1850812,Graduate,Employed,362,4,Bike,2458401,1,33087,2,Low,East,0,5,24797,0
24,Female,Married,1300709,High School,Employed,542,6,Car,2064987,9,52668,0,Low,West,0,5,64531,0
34,Male,Married,248519,Postgraduate,Self-Employed,602,9,SUV,2493149,9,70619,2,Low,East,0,5,118326,1
19,Female,Married,1843921,Postgraduate,Employed,415,6,Truck,356619,5,23479,4,Low,North,0,3,38679,0
29,Male,Married,1277727,High School,Employed,619,10,Car,1024395,4,20520,4,Medium,South,0,5,12098,0
59,Female,Single,1645264,Graduate,Employed,321,13,Car,1210031,3,78194,4,Low,North,1,2,44759,0
35,Female,Divorced,513913,Graduate,Unemployed,763,2,SUV,393325,9,62965,0,Low,East,0,1,114460,0
28,Male,Married,1385129,Graduate,Employed,762,4,Truck,1607751,2,72525,0,Low,South,0,3,100958,1
33,Female,Married,632193,Graduate,Unemployed,789,7,SUV,2151308,8,20119,5,Low,North,0,4,29421,0
66,Female,Married,944275,High School,Employed,635,14,Car,846799,7,76174,5,Medium,East,0,4,42655,0
68,Male,Single,224265,High School,Self-Employed,682,8,Bike,238350,2,42604,0,Medium,East,0,5,106402,1
35,Male,Divorced,514888,Postgraduate,Employed,429,13,Bike,1523021,3,11311,3,Low,South,0,5,18978,0
52,Female,Single,569071,Postgraduate,Employed,425,8,Bike,1536164,2,66694,5,Medium,West,0,1,155285,0
43,Male,Single,485800,High School,Self-Employed,669,9,Bike,606661,3,67531,1,Low,South,0,2,83182,0
33,Female,Single,1782168,High School,Unemployed,670,4,Car,118101,4,28811,0,Low,South,0,4,46721,1
23,Male,Married,548760,Postgraduate,Employed,708,1,Bike,916976,5,28336,5,High,West,0,3,38277,0
61,Female,Single,1294487,High School,Employed,560,7,SUV,1215729,2,53968,1,Low,West,0,3,39902,0
60,Male,Single,243013,High School,Employed,327,6,Bike,1459412,7,40180,1,Low,South,0,3,55057,0
64,Male,Single,802269,High School,Retired,749,3,Bike,167381,4,66796,1,Medium,West,0,1,64873,0
64,Male,Single,764602,Graduate,Unemployed,826,4,Car,2031062,1,64635,4,Medium,West,0,5,66226,0
65,Male,Single,1237414,High School,Employed,482,11,Bike,2340448,4,19567,0,Low,North,0,2,39252,0
59,Male,Single,359966,Graduate,Unemployed,675,9,Car,1611189,9,58388,5,Low,West,0,4,69071,0
29,Male,Divorced,972497,High School,Employed,509,11,Car,286162,5,26906,2,Medium,North,0,4,53438,0
30,Male,Divorced,1445728,Postgraduate,Self-Employed,825,11,SUV,763691,2,58517,2,Low,East,0,5,144315,1
21,Male,Single,1287996,Postgraduate,Self-Employed,331,10,Bike,1145733,6,52593,5,Low,West,0,2,60567,0
56,Male,Married,674804,Postgraduate,Employed,343,10,Bike,874709,7,55740,4,Low,West,0,2,54153,0
19,Female,Married,321015,Postgraduate,Employed,753,9,Truck,2458836,2,16176,3,Medium,North,0,1,32437,0
43,Male,Single,1173714,Graduate,Retired,647,1,Car,1474295,2,48841,5,Medium,West,0,4,80567,0
44,Female,Married,752022,High School,Unemployed,415,8,Car,1660357,3,79900,3,Low,North,0,3,167164,0
44,Male,Married,760507,High School,Unemployed,671,13,Bike,851080,4,73081,0,Low,East,0,5,59679,1
32,Female,Married,438105,High School,Employed,765,11,Bike,2064171,5,4131,2,Low,West,0,5,7477,1
25,Female,Single,1315548,High School,Employed,741,14,Bike,830341,3,64195,5,Low,West,0,5,124620,0
24,Male,Married,1895639,Graduate,Self-Employed,303,5,SUV,1353723,4,71188,1,Low,South,0,1,54659,0
64,Male,Married,517957,Postgraduate,Unemployed,670,8,Car,309864,7,64102,0,High,East,0,2,51775,0
63,Female,Married,604223,Graduate,Retired,743,7,Bike,1436582,6,45415,3,Medium,North,1,3,108095,0
57,Female,Single,1407989,Graduate,Employed,537,0,Bike,1255395,2,53966,0,Low,West,0,1,47489,0
29,Male,Married,1476198,Graduate,Self-Employed,358,12,Car,820766,7,61619,2,Medium,West,0,5,115445,0
30,Male,Married,1743158,High School,Self-Employed,630,8,SUV,2255900,2,4652,1,Low,West,0,1,7383,0
60,Male,Single,1452735,Postgraduate,Employed,815,8,Car,309908,3,38716,1,Medium,West,0,3,83418,1
34,Female,Single,1065081,Graduate,Employed,695,3,Bike,1317655,1,41686,3,Low,East,0,4,25041,0
34,Male,Married,903791,High School,Employed,602,0,Car,794572,6,48206,3,Low,East,0,5,25490,0
53,Male,Single,827003,Postgraduate,Self-Employed,780,3,Car,1502729,4,37831,4,Medium,South,0,2,75685,0
38,Male,Married,1986574,Graduate,Unemployed,528,5,Car,1702179,9,50175,2,High,West,0,4,113230,0
25,Male,Single,1745292,Graduate,Unemployed,439,3,Bike,1311159,4,16493,5,Medium,East,0,2,29134,0
22,Male,Married,1071079,Graduate,Self-Employed,353,8,SUV,1765975,6,11081,3,Medium,South,0,2,14042,0
43,Female,Married,538773,Graduate,Employed,741,3,Bike,1358311,8,24550,2,Medium,South,1,4,33974,0
33,Female,Single,257804,High School,Self-Employed,874,9,Truck,1176246,5,17116,4,Medium,East,0,5,35160,0
53,Male,Single,1476983,Postgraduate,Unemployed,442,7,SUV,2277288,3,76799,0,Low,East,0,3,117582,0
45,Male,Married,776294,Postgraduate,Self-Employed,867,1,Car,1961859,9,68144,4,Low,East,0,1,127707,0
46,Female,Married,1663376,Graduate,Employed,884,11,Car,136192,3,64648,2,Low,East,0,2,154951,0
64,Male,Single,711971,Graduate,Retired,396,6,Car,951898,9,75137,3,Low,West,0,2,78815,0
29,Female,Single,1635302,Postgraduate,Unemployed,891,7,Car,1291074,2,76858,4,Medium,West,0,3,62440,0
54,Male,Married,1702383,High School,Unemployed,570,13,Bike,1256949,8,61202,1,Low,South,1,3,134614,0
47,Female,Single,1136865,Postgraduate,Retired,429,5,Car,2270302,6,6803,2,Low,East,0,2,12867,0
40,Female,Married,1245886,Graduate,Employed,824,9,Bike,977374,9,66525,3,Low,West,0,1,97562,0
33,Male,Married,1066452,Graduate,Unemployed,816,12,Bike,1920718,5,44980,0,Medium,South,0,3,73650,1
31,Female,Married,1951807,Graduate,Self-Employed,716,5,Bike,682926,4,31314,3,High,East,0,5,72624,0
27,Male,Married,1903192,Graduate,Employed,843,7,Bike,145175,2,77511,2,Medium,West,0,5,187133,1
24,Female,Married,1492632,High School,Self-Employed,480,2,SUV,409560,1,21062,5,Low,West,0,1,11012,0
62,Male,Married,738389,Graduate,Employed,536,1,Bike,411397,4,23144,1,Low,West,0,1,45098,0
69,Male,Married,957144,Graduate,Employed,811,8,Truck,999277,8,8070,3,Low,West,0,2,19769,0
54,Male,Married,1261837,Graduate,Retired,832,7,SUV,385913,9,36211,3,Medium,East,0,2,31656,0
46,Female,Married,1392857,High School,Employed,737,9,Bike,1913777,1,62263,2,Medium,South,0,3,53456,1
20,Male,Married,1801511,Graduate,Retired,524,4,Car,714380,2,19453,2,Low,South,0,2,14608,0
32,Male,Single,339293,Graduate,Employed,502,12,Car,572024,3,35699,1,Medium,South,0,2,48157,0
53,Male,Married,641049,Postgraduate,Employed,340,4,Car,1193304,8,27103,3,Medium,West,0,3,55849,0
64,Female,Single,1596133,Postgraduate,Employed,435,5,Car,2040520,9,50238,1,Medium,South,0,2,79480,0
63,Male,Married,749845,Postgraduate,Self-Employed,783,5,Car,1293547,3,68527,5,Medium,East,0,5,87311,0
69,Female,Married,1649318,High School,Employed,332,1,SUV,1071826,4,43962,2,Medium,East,0,1,72401,0
36,Female,Single,303585,Postgraduate,Retired,328,6,Car,920317,8,23147,1,Low,West,0,5,27817,0
30,Female,Divorced,1243160,High School,Self-Employed,650,2,Car,1861144,3,45047,5,Medium,West,0,4,68252,0
59,Male,Married,856611,High School,Unemployed,356,7,Car,1931503,6,31992,2,Low,East,0,5,46145,0
38,Male,Married,1805452,High School,Employed,627,8,Bike,2085094,1,10738,0,High,East,0,4,25039,0
54,Female,Single,909852,Postgraduate,Employed,744,2,Bike,2237938,7,4319,1,Low,East,0,5,6767,1
44,Male,Divorced,1779753,High School,Retired,770,5,SUV,965817,5,37519,3,Medium,South,0,2,68224,0
69,Male,Divorced,1098120,High School,Employed,669,7,Bike,1784136,4,63142,5,High,South,0,4,68986,0
46,Female,Married,1097422,High School,Employed,670,5,Car,2422385,8,40604,3,Medium,North,0,3,49721,0
37,Female,Married,1496299,Graduate,Employed,671,9,Car,884409,8,71243,3,Medium,North,0,3,174800,0
42,Male,Single,252318,Postgraduate,Retired,789,2,Car,2171633,7,11235,3,Medium,North,0,5,19306,0
23,Female,Single,722121,Graduate,Employed,552,3,Car,652197,1,65672,0,Low,West,0,5,72223,0
53,Male,Single,693298,Graduate,Employed,785,8,SUV,293098,6,56160,3,Low,North,0,5,36043,0
19,Female,Single,666804,High School,Self-Employed,557,11,Car,1831709,3,76420,1,High,South,1,1,131015,0
39,Male,Single,691300,High School,Retired,738,11,Car,1193199,8,16077,2,Low,South,0,1,10713,0
49,Male,Married,761926,High School,Employed,317,10,Bike,1363014,3,38082,2,Low,North,0,2,31359,0
33,Female,Married,201147,Graduate,Employed,518,11,Car,630513,8,52686,2,Low,South,0,5,49109,0
35,Male,Single,1120351,Graduate,Employed,811,0,Truck,953849,5,56648,2,Low,West,0,1,100948,0
22,Male,Married,1770291,High School,Employed,477,3,SUV,1063808,5,23142,1,High,North,1,2,30233,0
53,Female,Married,810058,Postgraduate,Employed,508,9,SUV,818080,8,32205,3,Low,South,0,3,63179,0
47,Male,Married,522479,Postgraduate,Employed,826,0,Car,1018820,3,18024,4,Medium,East,0,4,16976,0
62,Male,Married,264347,High School,Self-Employed,534,7,Car,1342622,4,9055,3,Low,North,0,2,20541,0
36,Male,Married,692483,High School,Employed,434,14,Car,1952876,1,55819,4,Low,South,0,4,51619,0
40,Female,Single,1103262,Graduate,Employed,508,6,Car,2358650,9,55101,0,Medium,East,0,4,31208,0
51,Female,Married,1143580,High School,Retired,510,6,Car,1411522,3,6481,2,Low,North,0,4,9093,0
30,Female,Married,623968,High School,Employed,851,1,Car,154216,8,4710,0,Medium,West,0,1,3522,0
60,Female,Married,1702325,High School,Employed,572,9,Bike,411379,1,15097,2,High,North,0,2,20403,0
46,Female,Married,404026,Postgraduate,Employed,459,14,Car,569165,1,14003,5,Medium,North,0,2,34167,0
53,Male,Divorced,1528430,Graduate,Self-Employed,443,5,Bike,1910082,6,45545,5,Medium,East,0,3,95726,0
39,Male,Single,1052089,High School,Self-Employed,807,7,Bike,518271,6,38084,4,Low,North,0,2,54160,0
69,Male,Married,1154585,High School,Unemployed,633,7,Truck,2059324,7,59357,2,Low,South,0,5,116178,1
69,Female,Single,1997245,High School,Self-Employed,801,14,SUV,1727321,1,34970,2,Medium,South,1,3,47245,0
64,Male,Married,1462750,High School,Unemployed,743,4,Car,1630014,3,78544,3,Medium,North,0,3,39438,0
53,Female,Divorced,1360862,Graduate,Unemployed,385,7,Bike,1576368,4,48311,5,Low,South,0,3,101521,0
26,Male,Married,692314,Postgraduate,Employed,479,12,Bike,2341082,9,70551,3,Low,North,0,3,142881,0
56,Female,Married,439192,High School,Employed,379,1,SUV,1552632,8,25300,3,Medium,West,0,3,59078,0
68,Male,Single,1793519,High School,Self-Employed,860,13,Bike,2198641,4,77365,0,Low,South,0,2,56502,0
36,Male,Single,601699,High School,Retired,453,3,Car,2466266,7,41690,1,Low,West,0,2,88624,0
55,Female,Married,1215728,High School,Employed,478,9,Car,2185711,9,9811,4,Low,East,0,1,20792,0
23,Male,Single,1288670,Postgraduate,Employed,598,1,Bike,572193,8,18442,5,Low,North,0,2,22629,0
69,Male,Married,372522,High School,Unemployed,625,4,Truck,566521,5,3432,0,High,West,0,1,4477,0
64,Female,Divorced,318116,High School,Employed,308,10,SUV,708225,9,39194,3,Low,West,0,1,52548,0
32,Male,Married,880569,High School,Self-Employed,727,2,Car,373015,5,62015,3,Medium,East,0,5,74971,0
37,Male,Divorced,1294892,Graduate,Employed,491,5,SUV,2298273,3,3065,1,Low,East,0,3,5097,0
26,Female,Married,742844,Postgraduate,Employed,389,6,Bike,1013059,6,29303,5,Medium,West,1,5,44805,0
49,Female,Married,883322,High School,Employed,301,5,Bike,1221914,3,35014,0,Medium,East,0,3,57836,0
21,Female,Divorced,608854,Graduate,Self-Employed,719,10,Car,557392,2,65180,5,High,North,0,1,110873,0
67,Female,Divorced,826499,High School,Employed,302,1,Bike,1940931,7,4897,5,Medium,East,0,1,9243,0
35,Female,Single,1466267,Graduate,Unemployed,704,1,Bike,2077444,3,37598,3,High,East,0,2,40975,0
22,Male,Married,1714409,Graduate,Employed,791,14,Car,2487048,5,46669,2,Low,West,0,4,41051,1
37,Female,Married,1827240,Graduate,Self-Employed,564,3,SUV,2389281,9,64791,4,Low,South,0,3,100987,0
40,Female,Married,1713088,Graduate,Employed,542,13,Car,1885570,4,24029,0,Medium,North,0,4,32756,0
28,Male,Married,1524491,Postgraduate,Unemployed,659,6,Bike,1059083,9,65297,2,Low,West,0,1,125747,0
